.model,date,.rep,patients,Specialty
combination,2024-03-01,49,2584.665629814708,Cardiology
combination,2024-04-01,49,2672.410420666411,Cardiology
combination,2024-05-01,49,2691.219472941303,Cardiology
combination,2024-06-01,49,2679.390746161972,Cardiology
combination,2024-07-01,49,2755.968510766848,Cardiology
combination,2024-08-01,49,2798.1871598562193,Cardiology
combination,2023-09-01,5,2245.5739835193885,Cardiology
combination,2023-10-01,5,2310.621186698156,Cardiology
combination,2023-11-01,5,2355.2310788366485,Cardiology
combination,2023-12-01,5,2380.687153246971,Cardiology
combination,2024-01-01,5,2415.9461370328986,Cardiology
combination,2024-02-01,5,2498.294799412396,Cardiology
combination,2024-03-01,5,2491.6181782974436,Cardiology
combination,2024-04-01,5,2581.3494550652395,Cardiology
combination,2024-05-01,5,2547.4818009257533,Cardiology
combination,2024-06-01,5,2647.6170153648754,Cardiology
combination,2024-07-01,5,2704.7919337794447,Cardiology
combination,2024-08-01,5,2677.535201815237,Cardiology
combination,2023-09-01,50,2228.4494672070614,Cardiology
combination,2023-10-01,50,2356.2865181745083,Cardiology
combination,2023-11-01,50,2439.5539244744787,Cardiology
combination,2023-12-01,50,2474.218883639003,Cardiology
combination,2024-01-01,50,2510.7036500492445,Cardiology
combination,2024-02-01,50,2572.7315826909266,Cardiology
combination,2024-03-01,50,2568.571388781759,Cardiology
combination,2024-04-01,50,2605.101430006229,Cardiology
combination,2024-05-01,50,2598.897076651598,Cardiology
combination,2024-06-01,50,2660.168358798895,Cardiology
combination,2024-07-01,50,2711.3012552656846,Cardiology
combination,2024-08-01,50,2766.6703191454017,Cardiology
combination,2023-09-01,6,2246.9798664461277,Cardiology
combination,2023-10-01,6,2358.105081533866,Cardiology
combination,2023-11-01,6,2404.0446645645816,Cardiology
combination,2023-12-01,6,2429.59149318698,Cardiology
combination,2024-01-01,6,2458.981154164574,Cardiology
combination,2024-02-01,6,2454.9602547998975,Cardiology
combination,2024-03-01,6,2529.4892763428643,Cardiology
combination,2024-04-01,6,2587.3032519150747,Cardiology
combination,2024-05-01,6,2579.958837584275,Cardiology
combination,2024-06-01,6,2660.2804345038408,Cardiology
combination,2024-07-01,6,2689.0271601000204,Cardiology
combination,2024-08-01,6,2743.5799835210996,Cardiology
combination,2023-09-01,7,2262.9988418916846,Cardiology
combination,2023-10-01,7,2370.5018593714763,Cardiology
combination,2023-11-01,7,2424.9181803331617,Cardiology
combination,2023-12-01,7,2419.1361153313196,Cardiology
combination,2024-01-01,7,2525.492254906324,Cardiology
combination,2024-02-01,7,2568.0460993326824,Cardiology
combination,2024-03-01,7,2533.582526333171,Cardiology
combination,2024-04-01,7,2585.5543079396502,Cardiology
combination,2024-05-01,7,2674.8664769983616,Cardiology
combination,2024-06-01,7,2712.479201373391,Cardiology
combination,2024-07-01,7,2784.5970223652007,Cardiology
combination,2024-08-01,7,2754.128212874935,Cardiology
combination,2023-09-01,8,2256.3708958263283,Cardiology
combination,2023-10-01,8,2318.3482536879656,Cardiology
combination,2023-11-01,8,2413.950408439901,Cardiology
combination,2023-12-01,8,2394.3410988127757,Cardiology
combination,2024-01-01,8,2414.891975547869,Cardiology
combination,2024-02-01,8,2413.1258647247514,Cardiology
combination,2024-03-01,8,2478.436768528455,Cardiology
combination,2024-04-01,8,2541.905396961841,Cardiology
combination,2024-05-01,8,2584.3120752812356,Cardiology
combination,2024-06-01,8,2647.215661784918,Cardiology
combination,2024-07-01,8,2686.1132045012055,Cardiology
combination,2024-08-01,8,2733.622619081174,Cardiology
combination,2023-09-01,9,2262.2543714259054,Cardiology
combination,2023-10-01,9,2353.1927484982916,Cardiology
combination,2023-11-01,9,2436.302867216052,Cardiology
combination,2023-12-01,9,2414.733641356937,Cardiology
combination,2024-01-01,9,2422.625507777889,Cardiology
combination,2024-02-01,9,2466.191241807819,Cardiology
combination,2024-03-01,9,2457.4098827041817,Cardiology
combination,2024-04-01,9,2482.735365719873,Cardiology
combination,2024-05-01,9,2561.652668870749,Cardiology
combination,2024-06-01,9,2633.8212759027165,Cardiology
combination,2024-07-01,9,2629.719518224175,Cardiology
combination,2024-08-01,9,2643.0889685016814,Cardiology
NA,2021-08-01,NA,1025,Cardiology
NA,2021-09-01,NA,1041,Cardiology
NA,2021-10-01,NA,1122,Cardiology
NA,2021-11-01,NA,1151,Cardiology
NA,2021-12-01,NA,1197,Cardiology
NA,2022-02-01,NA,1237,Cardiology
NA,2022-01-01,NA,1219,Cardiology
NA,2022-03-01,NA,1309,Cardiology
NA,2022-04-01,NA,1334,Cardiology
NA,2022-05-01,NA,1359,Cardiology
NA,2022-06-01,NA,1402,Cardiology
NA,2022-07-01,NA,1510,Cardiology
NA,2022-08-01,NA,1422,Cardiology
NA,2022-09-01,NA,1592,Cardiology
NA,2022-10-01,NA,1708,Cardiology
NA,2022-11-01,NA,1830,Cardiology
NA,2022-12-01,NA,1773,Cardiology
NA,2023-01-01,NA,1883,Cardiology
NA,2023-02-01,NA,1873,Cardiology
NA,2023-03-01,NA,1845,Cardiology
NA,2023-04-01,NA,1964,Cardiology
NA,2023-05-01,NA,1972,Cardiology
NA,2023-06-01,NA,2037,Cardiology
NA,2023-08-01,NA,2161,Cardiology
NA,2023-07-01,NA,2213,Cardiology
